activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,departement,geometry,long,lat
47.22Z,rue,DE L ORILLON,PARIS 11,75111,75,POINT (2.3747317 48.869769),48.869769,2.3747317
47.22Z,rue,RICHER,PARIS 9,75109,75,POINT (2.3452336 48.8740342),48.8740342,2.3452336
47.22Z,boulevard,ARISTIDE BRIAND,CHAMPIGNY-SUR-MARNE,94017,94,POINT (2.49736 48.8212483),48.8212483,2.49736
47.22Z,rue,MONTORGUEIL,PARIS 2,75102,75,POINT (2.3468908 48.8651237),48.8651237,2.3468908
47.22Z,rue,DES CARNETS,CLAMART,92023,92,POINT (2.2596809 48.789496),48.789496,2.2596809
47.22Z,rue,DORIAN,PARIS 12,75112,75,POINT (2.3925146 48.8466373),48.8466373,2.3925146
47.22Z,rue,DE POISSY,SAINT-GERMAIN-EN-LAYE,78551,78,POINT (2.0900062 48.8974761),48.8974761,2.0900062
47.22Z,boulevard,DE MAGENTA,PARIS 10,75110,75,POINT (2.3623965 48.8694767),48.8694767,2.3623965
47.22Z,rue,DU RENDEZ VOUS,PARIS 12,75112,75,POINT (2.2592321 48.6133926),48.6133926,2.2592321
47.22Z,rue,HEBERT,LEUVILLE-SUR-ORGE,91333,91,POINT (2.1139478 49.0197317),49.0197317,2.1139478
47.22Z,rue,DES MOINEAUX,ERAGNY,95218,95,POINT (2.2497648 48.968719),48.968719,2.2497648
47.22Z,rue,DE VALCONFLANS,SANNOIS,95582,95,POINT (2.2826724 48.9155548),48.9155548,2.2826724
47.22Z,avenue,D ARGENTEUIL,ASNIERES-SUR-SEINE,92004,92,POINT (1.7170121 48.9910309),48.9910309,1.7170121
47.22Z,rue,DES HALLES,MANTES-LA-JOLIE,78361,78,POINT (2.3547404 48.88726),48.88726,2.3547404
47.22Z,rue,MYRHA,PARIS 18,75118,75,POINT (2.2348791 48.9100411),48.9100411,2.2348791
47.22Z,boulevard,CHARLES DE GAULLE,COLOMBES,92025,92,POINT (2.3130385 48.8829469),48.8829469,2.3130385
47.22Z,rue,DE TOCQUEVILLE,PARIS 17,75117,75,POINT (2.4102909 48.9210043),48.9210043,2.4102909
47.22Z,avenue,JEAN JAURES,LA COURNEUVE,93027,93,POINT (2.5090495 48.8199335),48.8199335,2.5090495
47.22Z,rue,FERNAND PELLOUTIER,CHAMPIGNY-SUR-MARNE,94017,94,POINT (2.4837217 48.8733591),48.8733591,2.4837217
47.22Z,rue,DU DR PAUL BROUSSE,PARIS 17,75117,75,POINT (2.1874557 48.8927493),48.8927493,2.1874557
47.22Z,rue,GEORGES SEURAT,AULNAY-SOUS-BOIS,93005,93,POINT (2.3182557 48.8599028),48.8599028,2.3182557
47.22Z,rue,EMILE COMBRES,MONTSOULT,95430,95,POINT (2.331627 48.7851565),48.7851565,2.331627
47.22Z,avenue,HENRI MARTIN,NANTERRE,92050,92,POINT (2.3567971 48.8229383),48.8229383,2.3567971
47.22Z,avenue,J B CLEMENT,BOULOGNE-BILLANCOURT,92012,92,POINT (2.382592 48.8459015),48.8459015,2.382592
47.22Z,rue,FONTAINE,PONTOISE,95500,95,POINT (2.2911074 48.8444202),48.8444202,2.2911074
47.22Z,rue,DE BOURGOGNE,PARIS 7,75107,75,POINT (2.1154121 48.6886969),48.6886969,2.1154121
47.22Z,rue,FRANCOIS VILLON,CACHAN,94016,94,POINT (2.382592 48.8459015),48.8459015,2.382592
47.22Z,rue,BOURGON,PARIS 13,75113,75,POINT (2.4154122 48.854373),48.854373,2.4154122
47.22Z,rue,CROZATIER,PARIS 12,75112,75,POINT (2.4300935 48.7281649),48.7281649,2.4300935
47.22Z,rue,DES ENTREPRENEURS,PARIS 15,75115,75,POINT (2.3224336 48.993324),48.993324,2.3224336
47.22Z,rue,CROZATIER,PARIS 12,75112,75,POINT (2.4843971 48.7898223),48.7898223,2.4843971
47.22Z,rue,DE PARIS,MONTREUIL,93048,93,POINT (2.3655744 48.8682752),48.8682752,2.3655744
47.22Z,rue,GASTON VAN WEDDINGEN,VILLENEUVE-LE-ROI,94077,94,POINT (2.4334509 48.906531),48.906531,2.4334509
47.22Z,avenue,GEORGES CLEMENCEAU,MONTMORENCY,95428,95,POINT (2.4951916 48.8901944),48.8901944,2.4951916
47.22Z,rue,DU FBG DU TEMPLE,PARIS 10,75110,75,POINT (2.1908535 48.8571027),48.8571027,2.1908535
47.22Z,avenue,DE LA REPUBLIQUE,CHAMPIGNY-SUR-MARNE,94017,94,POINT (2.2713004 48.639686),48.639686,2.2713004
47.22Z,rue,PAUL DEROULEDE,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.3231684 48.875816),48.875816,2.3231684
47.22Z,rue,DU FAUBOURG DU TEMPLE,PARIS 11,75111,75,POINT (2.2886139 48.834702),48.834702,2.2886139
47.22Z,rue,DE LA DEVIATION,BOBIGNY,93008,93,POINT (2.3747298 48.9918724),48.9918724,2.3747298
47.22Z,rue,COLONEL DE ROCHEBRUNE,RUEIL-MALMAISON,92063,92,POINT (2.3667114 48.8985633),48.8985633,2.3667114
47.22Z,place,DU MARCHE,MONTLHERY,91425,91,POINT (2.3468908 48.8651237),48.8651237,2.3468908
47.22Z,rue,DU ROCHER,PARIS 8,75108,75,POINT (2.3489606 48.8869511),48.8869511,2.3489606
47.22Z,rue,PIERRE BROSSOLETTE,SARCELLES,95585,95,POINT (2.4050479 48.938184),48.938184,2.4050479
47.22Z,rue,DU FBG DU TEMPLE,PARIS 10,75110,75,POINT (2.210508 48.9252146),48.9252146,2.210508
47.22Z,rue,VERNET,PARIS 8,75108,75,POINT (2.3849794 48.8674556),48.8674556,2.3849794
47.22Z,boulevard,NEY,PARIS 18,75118,75,POINT (2.278459 48.8558924),48.8558924,2.278459
47.22Z,rue,MONTORGUEIL,PARIS 2,75102,75,POINT (3.0126375 48.5567099),48.5567099,3.0126375
47.22Z,rue,POULET,PARIS 18,75118,75,POINT (2.3776502 48.8482587),48.8482587,2.3776502
47.22Z,rue,DE LA CHARBONNIERE,PARIS 18,75118,75,POINT (2.3020372 48.8465142),48.8465142,2.3020372
47.22Z,place,DU GENERAL LECLERC,SURESNES,92073,92,POINT (1.7035726 48.9784501),48.9784501,1.7035726
47.22Z,avenue,WALDECK ROCHET,LA COURNEUVE,93027,93,POINT (2.384354 48.8945188),48.8945188,2.384354
47.22Z,rue,EDOUARD VAILLANT,BEZONS,95063,95,POINT (2.3904079 48.9775581),48.9775581,2.3904079
47.22Z,rue,DE MENILMONTANT,PARIS 20,75120,75,POINT (2.301922 48.8575936),48.8575936,2.301922
47.22Z,rue,DU DAUPHIN,NANGIS,77327,77,POINT (2.4016049 48.834076),48.834076,2.4016049
47.22Z,rue,D ALIGRE,PARIS 12,75112,75,POINT (2.3305217 49.0381492),49.0381492,2.3305217
47.22Z,quai,DE LA GIRONDE,PARIS 19,75119,75,POINT (2.456013 48.3468464),48.3468464,2.456013
47.22Z,avenue,PAUL VALERY,SARCELLES,95585,95,POINT (2.2789061 48.8453013),48.8453013,2.2789061
47.22Z,rue,AUGEREAU,PARIS 7,75107,75,POINT (2.4636506 48.7822195),48.7822195,2.4636506
47.22Z,,DES NEUVERIES,GIF-SUR-YVETTE,91272,91,POINT (2.384354 48.8945188),48.8945188,2.384354
47.22Z,rue,DES MOINES,PARIS 17,75117,75,POINT (2.3655744 48.8682752),48.8682752,2.3655744
47.22Z,rue,CLAUDE DECAEN,PARIS 12,75112,75,POINT (2.3318 48.8779692),48.8779692,2.3318
47.22Z,rue,ARISTIDE BRIAND,DOMONT,95199,95,POINT (2.3109652 48.8977279),48.8977279,2.3109652
47.22Z,,DU PASTEUR M LUTHER KING,TRAPPES,78621,78,POINT (2.1875384 48.8087555),48.8087555,2.1875384
47.22Z,place,DES FLEURS,CARRIERES-SOUS-POISSY,78123,78,POINT (2.2684867 48.8845604),48.8845604,2.2684867
47.22Z,avenue,CHARLES DE GAULLE,SAINT-MAUR-DES-FOSSES,94068,94,POINT (2.3054131 48.9009931),48.9009931,2.3054131
47.22Z,rue,DE LA MAIRIE,TOUSSON,77471,77,POINT (2.3559738 48.8850289),48.8850289,2.3559738
47.22Z,rue,DE LA CONVENTION,PARIS 15,75115,75,POINT (2.432803 48.8485432),48.8485432,2.432803
47.22Z,rue,EDOUARD MANET,CRETEIL,94028,94,POINT (2.2431801 49.016219),49.016219,2.2431801
47.22Z,quai,DE LA GIRONDE,PARIS 19,75119,75,POINT (2.4314208 48.8452908),48.8452908,2.4314208
47.22Z,rue,DU FAUBOURG DU TEMPLE,PARIS 11,75111,75,POINT (2.3263934 48.8799808),48.8799808,2.3263934
47.22Z,rue,BLANCHE,PARIS 9,75109,75,POINT (2.3599413 48.8391286),48.8391286,2.3599413
47.22Z,boulevard,VICTOR HUGO,CLICHY,92024,92,POINT (2.3827793 48.8936824),48.8936824,2.3827793
47.22Z,avenue,ROGER SALENGRO,CHAVILLE,92022,92,POINT (2.3673308 48.8651235),48.8651235,2.3673308
47.22Z,,DE DAMMARTIN,FLACOURT,78234,78,POINT (2.2877166 48.8662599),48.8662599,2.2877166
47.22Z,rue,DE BELLEVILLE,PARIS 19,75119,75,POINT (2.3855944 48.8686414),48.8686414,2.3855944
47.22Z,avenue,ACHILLE PERETTI,NEUILLY-SUR-SEINE,92051,92,POINT (2.6057298 48.8019465),48.8019465,2.6057298
47.22Z,boulevard,JEAN JAURES,CLICHY,92024,92,POINT (2.3655744 48.8682752),48.8682752,2.3655744
47.22Z,rue,DE JESSAINT,PARIS 18,75118,75,POINT (2.4213584 48.7690864),48.7690864,2.4213584
47.22Z,rue,DE FONTENAY,VINCENNES,94080,94,POINT (2.5667877 48.8138322),48.8138322,2.5667877
47.22Z,avenue,DE LA GARE,SAINT-LEU-LA-FORET,95563,95,POINT (1.9757378 48.8268148),48.8268148,1.9757378
47.22Z,avenue,DE PARIS,VINCENNES,94080,94,POINT (2.3840776 48.8965894),48.8965894,2.3840776
47.22Z,rue,DE MOSCOU,PARIS 8,75108,75,POINT (2.3998504 48.8685352),48.8685352,2.3998504
47.22Z,boulevard,SAINT MARCEL,PARIS 13,75113,75,POINT (2.1346255 48.8925429),48.8925429,2.1346255
47.22Z,rue,DE L ARGONNE,PARIS 19,75119,75,POINT (2.3978374 48.8766015),48.8766015,2.3978374
47.22Z,rue,JEAN PIERRE TIMBAUD,PARIS 11,75111,75,POINT (2.5170363 48.9104463),48.9104463,2.5170363
47.22Z,rue,SAINT DIDIER,PARIS 16,75116,75,POINT (2.3263934 48.8799808),48.8799808,2.3263934
47.22Z,rue,DU LIBAN,PARIS 20,75120,75,POINT (2.3758421 48.8246754),48.8246754,2.3758421
47.22Z,avenue,DE LA REPUBLIQUE,PONTAULT-COMBAULT,77373,77,POINT (2.5865906 48.9043674),48.9043674,2.5865906
47.22Z,rue,DU FAUBOURG DU TEMPLE,PARIS 11,75111,75,POINT (2.2789061 48.8453013),48.8453013,2.2789061
47.22Z,avenue,VICTOR HUGO,CHOISY-LE-ROI,94022,94,POINT (2.263292 48.9341769),48.9341769,2.263292
47.22Z,avenue,DU TRAMWAY,LE PLESSIS-TREVISE,94059,94,POINT (2.3673308 48.8651235),48.8651235,2.3673308
47.22Z,rue,DES DAMES,LES CLAYES-SOUS-BOIS,78165,78,POINT (2.4015373 48.8599073),48.8599073,2.4015373
47.22Z,avenue,CORENTIN CARIOU,PARIS 19,75119,75,POINT (2.4253214 48.8782931),48.8782931,2.4253214
47.22Z,rue,DUPONT DE L EURE,PARIS 20,75120,75,POINT (2.3496153 48.8493916),48.8493916,2.3496153
47.22Z,place,DE L EGLISE,LE VESINET,78650,78,POINT (2.3744282 48.8884072),48.8884072,2.3744282
47.22Z,rue,DU DOCTEUR POTAIN,PARIS 19,75119,75,POINT (2.3509121 48.8868577),48.8868577,2.3509121
47.22Z,boulevard,ROY,LES PAVILLONS-SOUS-BOIS,93057,93,POINT (2.2924661 48.8664962),48.8664962,2.2924661
47.22Z,rue,DE MOSCOU,PARIS 8,75108,75,POINT (2.3622359 48.810328),48.810328,2.3622359
47.22Z,rue,DE PATAY,PARIS 13,75113,75,POINT (2.3622359 48.810328),48.810328,2.3622359
47.22Z,avenue,DES SCIENCES,CHELLES,77108,77,POINT (2.2575484 48.8859434),48.8859434,2.2575484
47.22Z,rue,DE LA CONVENTION,PARIS 15,75115,75,POINT (2.8099157 48.3901796),48.3901796,2.8099157
47.22Z,avenue,DE STALINGRAD,COLOMBES,92025,92,POINT (1.9117342 48.9832095),48.9832095,1.9117342
47.22Z,rue,JEAN PIERRE TIMBAUD,PARIS 11,75111,75,POINT (2.536123 48.9337473),48.9337473,2.536123
47.22Z,rue,DES PYRENEES,PARIS 20,75120,75,POINT (2.382495 48.8676699),48.8676699,2.382495
47.22Z,rue,DE NOISY LE SEC,LES LILAS,93045,93,POINT (2.6192134 48.8099505),48.8099505,2.6192134
47.22Z,rue,MONGE,PARIS 5,75105,75,POINT (2.3695869 48.8852901),48.8852901,2.3695869
47.22Z,rue,DES POISSONNIERS,PARIS 18,75118,75,POINT (2.1478547 48.7927404),48.7927404,2.1478547
47.22Z,rue,DE L'AMIRAL HAMELIN,PARIS 16,75116,75,POINT (2.3228631 48.8186535),48.8186535,2.3228631
47.22Z,avenue,DE FONTAINEBLEAU,LE KREMLIN-BICETRE,94043,94,POINT (2.3538365 48.8846948),48.8846948,2.3538365
47.22Z,avenue,DE FONTAINEBLEAU,LE KREMLIN-BICETRE,94043,94,POINT (2.2372118 48.6404575),48.6404575,2.2372118
47.22Z,avenue,CHARLES DE GAULLE,NEUILLY-SUR-SEINE,92051,92,POINT (2.3269933 48.8848036),48.8848036,2.3269933
47.22Z,quai,SEINE,SAINT-MAMMES,77419,77,POINT (2.3941079 49.1233577),49.1233577,2.3941079
47.22Z,rue,ARISTIDE BRIAND,LES MUREAUX,78440,78,POINT (2.3086972 48.896312),48.896312,2.3086972
47.22Z,avenue,DE LIVRY,SEVRAN,93071,93,POINT (1.9085634 49.0051325),49.0051325,1.9085634
47.22Z,boulevard,DE BELLEVILLE,PARIS 20,75120,75,POINT (2.2843185 48.9966066),48.9966066,2.2843185
47.22Z,rue,DE L ORANGERIE,EMERAINVILLE,77169,77,POINT (2.2946262 48.9266405),48.9266405,2.2946262
47.22Z,avenue,DE FLANDRE,PARIS 19,75119,75,POINT (2.272517 48.9098282),48.9098282,2.272517
47.22Z,,VALGRAIN,BIEVRES,91064,91,POINT (2.2641606 48.9508884),48.9508884,2.2641606
47.22Z,,DE MAULE,BAILLY,78043,78,POINT (3.677897 49.1235325),49.1235325,3.677897
47.22Z,rue,ALBERT SARRAUT,VERSAILLES,78646,78,POINT (2.4176055 48.8117455),48.8117455,2.4176055
47.22Z,avenue,HENRI GINOUX,MONTROUGE,92049,92,POINT (2.3650882 48.879315),48.879315,2.3650882
47.22Z,rue,DE CHARTRES,PARIS 18,75118,75,POINT (2.2802731 48.8622375),48.8622375,2.2802731
47.22Z,avenue,DE CLICHY,PARIS 18,75118,75,POINT (2.2965527 48.5206098),48.5206098,2.2965527
47.22Z,rue,DE GIEZ,SEUGY,95594,95,POINT (2.4617121 49.0312757),49.0312757,2.4617121
47.22Z,rue,DE PARIS,CLICHY,92024,92,POINT (2.3001696 48.8113925),48.8113925,2.3001696
47.22Z,rue,DU MARECHAL FOCH,MEULAN-EN-YVELINES,78401,78,POINT (1.9085634 49.0051325),49.0051325,1.9085634
47.22Z,rue,LAFAYETTE,EAUBONNE,95203,95,POINT (2.3869674 48.7658497),48.7658497,2.3869674
47.22Z,avenue,GABRIEL PERI,GENNEVILLIERS,92036,92,POINT (2.3609937 48.7718334),48.7718334,2.3609937
47.22Z,rue,DES BOURGUIGNONS,ASNIERES-SUR-SEINE,92004,92,POINT (2.2993076 48.7416522),48.7416522,2.2993076
47.22Z,avenue,DE STALINGRAD,ARGENTEUIL,95018,95,POINT (2.3238091 48.7921812),48.7921812,2.3238091
47.22Z,rue,DU MOULIN,GRIGNY,91286,91,POINT (2.2708309 49.1528682),49.1528682,2.2708309
47.22Z,rue,PIERRE DUPONT,PARIS 10,75110,75,POINT (2.581094979133815 48.8740119),48.8740119,2.581094979133815
47.22Z,rue,CORTAMBERT,PARIS 16,75116,75,POINT (2.3922043 48.9034035),48.9034035,2.3922043
47.22Z,rue,DU DOC EMILE ROUX,CLICHY,92024,92,POINT (2.3922043 48.9034035),48.9034035,2.3922043
47.22Z,rue,DES POISSONNIERS,PARIS 18,75118,75,POINT (2.4614038 48.8967743),48.8967743,2.4614038
47.22Z,rue,BASSE,BOURAY-SUR-JUINE,91095,91,POINT (2.3550265 48.8703034),48.8703034,2.3550265
47.22Z,boulevard,PAUL VAILLANT COUTURIER,GOUSSAINVILLE,95280,95,POINT (2.5267677 48.820395),48.820395,2.5267677
47.22Z,avenue,DE PARIS,CHATILLON,92020,92,POINT (2.2400674 48.7075941),48.7075941,2.2400674
47.22Z,rue,DU MARECHAL FOCH,MEULAN-EN-YVELINES,78401,78,POINT (1.9902546 48.8229152),48.8229152,1.9902546
47.22Z,rue,MAUREPAS,THIAIS,94073,94,POINT (2.1490769 48.9076019),48.9076019,2.1490769
47.22Z,rue,EDITH PIAF,CHEVILLY-LARUE,94021,94,POINT (2.5681731 49.0890073),49.0890073,2.5681731
47.22Z,rue,LOUIS,ANTONY,92002,92,POINT (2.2459609 49.0161542),49.0161542,2.2459609
47.22Z,avenue,DU PONT ROYAL,CACHAN,94016,94,POINT (2.2399525 48.9108737),48.9108737,2.2399525
47.22Z,place,DE LA REPUBLIQUE,PERSAN,95487,95,POINT (2.356524 48.8294546),48.8294546,2.356524
47.22Z,rue,GASTON CHARLES,FONTENAY-SOUS-BOIS,94033,94,POINT (2.5377901 48.9236867),48.9236867,2.5377901
47.22Z,avenue,LAVOISIER,CHELLES,77108,77,POINT (2.3869407 48.8430599),48.8430599,2.3869407
47.22Z,avenue,DU MARECHAL FOCH,CHELLES,77108,77,POINT (2.3547404 48.88726),48.88726,2.3547404
47.22Z,avenue,EDOUARD VAILLANT,PANTIN,93055,93,POINT (2.3704667 48.897851),48.897851,2.3704667
47.22Z,avenue,EDOUARD VAILLANT,PANTIN,93055,93,POINT (2.2527163 48.7895748),48.7895748,2.2527163
47.22Z,avenue,GALLIENI,NOISY-LE-SEC,93053,93,POINT (2.2675037 48.847567),48.847567,2.2675037
47.22Z,boulevard,DE STRASBOURG,PARIS 10,75110,75,POINT (2.2825338 48.866415),48.866415,2.2825338
47.22Z,rue,BENOIT FRACHON,CHAMPIGNY-SUR-MARNE,94017,94,POINT (2.461518 48.7889306),48.7889306,2.461518
47.22Z,rue,DE PARIS,PALAISEAU,91477,91,POINT (2.3639463 48.8620627),48.8620627,2.3639463
47.22Z,rue,MAURICE JOUET,LES CLAYES-SOUS-BOIS,78165,78,POINT (2.2632902 48.9001969),48.9001969,2.2632902
47.22Z,place,DE L EGLISE,MONTESSON,78418,78,POINT (2.4348171 48.8522979),48.8522979,2.4348171
47.22Z,rue,DU HAUT DE SENLIS,SAINT-WITZ,95580,95,POINT (2.3684923 48.8632024),48.8632024,2.3684923
47.22Z,rue,DE LA FORGE,SAINT-LEU-LA-FORET,95563,95,POINT (2.4079774 48.8555117),48.8555117,2.4079774
47.22Z,rue,MOSLARD,COLOMBES,92025,92,POINT (2.3667259 48.9260831),48.9260831,2.3667259
47.22Z,avenue,D'ITALIE,PARIS 13,75113,75,POINT (2.3536591 49.1042072),49.1042072,2.3536591
47.22Z,avenue,CESAR COLLAVERI,LIVRY-GARGAN,93046,93,POINT (2.3690997 48.8699799),48.8699799,2.3690997
47.22Z,rue,MYRHA,PARIS 18,75118,75,POINT (2.6004877 48.9494889),48.9494889,2.6004877
47.22Z,rue,D AUBERVILLIERS,PARIS 19,75119,75,POINT (2.0548836 48.8492656),48.8492656,2.0548836
47.22Z,rue,PORTE DE TRIVAUX,CLAMART,92023,92,POINT (2.6129566 48.5705716),48.5705716,2.6129566
47.22Z,rue,D AUTEUIL,PARIS 16,75116,75,POINT (2.413813 48.8152847),48.8152847,2.413813
47.22Z,rue,DES BELLES FEUILLES,PARIS 16,75116,75,POINT (2.3840776 48.8965894),48.8965894,2.3840776
47.22Z,rue,DE MESLY,CRETEIL,94028,94,POINT (2.3623964 48.8846806),48.8846806,2.3623964
47.22Z,rue,DE BRETAGNE,PARIS 3,75103,75,POINT (2.4059317 48.7474925),48.7474925,2.4059317
47.22Z,rue,ARMAND SILVESTRE,COURBEVOIE,92026,92,POINT (2.2067759 48.9413904),48.9413904,2.2067759
47.22Z,rue,DE MONTREUIL,VINCENNES,94080,94,POINT (2.563537 48.6495985),48.6495985,2.563537
47.22Z,rue,OBERKAMPF,PARIS 11,75111,75,POINT (2.2896345 48.8323435),48.8323435,2.2896345
47.22Z,rue,MOURAUD,PARIS 20,75120,75,POINT (2.4891572 49.0049356),49.0049356,2.4891572
47.22Z,rue,DANIELLE CASANOVA,SAINT-DENIS,93066,93,POINT (2.3677386 48.8559345),48.8559345,2.3677386
47.22Z,rue,BICHAT,PARIS 10,75110,75,POINT (2.3600264 48.8832608),48.8832608,2.3600264
47.22Z,place,CHARLES DE GAULLE,BOUTIGNY-SUR-ESSONNE,91099,91,POINT (2.4348171 48.8522979),48.8522979,2.4348171
47.22Z,avenue,DE LA PORTE D IVRY,PARIS 13,75113,75,POINT (2.3308782 48.8657004),48.8657004,2.3308782
47.22Z,rue,ANDRE LE BOURBLANC,NOISY-LE-ROI,78455,78,POINT (2.3560002 48.8695518),48.8695518,2.3560002
47.22Z,rue,DE LA FONTAINE RONDE,VERT-SAINT-DENIS,77495,77,POINT (2.4093522 48.9664476),48.9664476,2.4093522
47.22Z,rue,VERON,ALFORTVILLE,94002,94,POINT (2.2789061 48.8453013),48.8453013,2.2789061
47.22Z,avenue,CORENTIN CARIOU,PARIS 19,75119,75,POINT (2.3509121 48.8868577),48.8868577,2.3509121
47.22Z,boulevard,DE LA CHAPELLE,PARIS 18,75118,75,POINT (2.3684923 48.8632024),48.8632024,2.3684923
47.22Z,avenue,JEAN JAURES,ARGENTEUIL,95018,95,POINT (2.5495783 48.7925455),48.7925455,2.5495783
47.22Z,rue,PIERRE ET MARIE CURIE,COMBS-LA-VILLE,77122,77,POINT (1.9092294 48.9887516),48.9887516,1.9092294
47.22Z,boulevard,LEFEBVRE,PARIS 15,75115,75,POINT (2.4415271 48.8053364),48.8053364,2.4415271
47.22Z,rue,DE PARIS,LE THILLAY,95612,95,POINT (2.2684623 48.906622),48.906622,2.2684623
47.22Z,rue,DU PAS DE LA MULE,PARIS 4,75104,75,POINT (2.9549672 48.3978082),48.3978082,2.9549672
47.22Z,rue,DE MONTREUIL,VERSAILLES,78646,78,POINT (2.5754215 48.8637113),48.8637113,2.5754215
47.22Z,rue,PERDONNET,PARIS 10,75110,75,POINT (2.2329986 48.8875244),48.8875244,2.2329986
47.22Z,rue,DE MONTREUIL,VINCENNES,94080,94,POINT (2.2907424 48.8130572),48.8130572,2.2907424
47.22Z,rue,DU MARCHE ST HONORE,PARIS 1,75101,75,POINT (2.3010407 48.8185283),48.8185283,2.3010407
47.22Z,,DE GAMBAIS,BOURDONNE,78096,78,POINT (2.3838732 48.8118686),48.8118686,2.3838732
47.22Z,rue,DU FBG POISSONNIERE,PARIS 10,75110,75,POINT (2.3495313 48.8233059),48.8233059,2.3495313
47.22Z,rue,DU FAUBOURG SAINT MARTIN,PARIS 10,75110,75,POINT (2.3565008 48.9395302),48.9395302,2.3565008
47.22Z,avenue,DE STALINGRAD,GARGES-LES-GONESSE,95268,95,POINT (2.2258867 49.0259051),49.0259051,2.2258867
47.22Z,rue,DES POISSONNIERS,PARIS 18,75118,75,POINT (2.3840776 48.8965894),48.8965894,2.3840776
47.22Z,rue,OBERKAMPF,PARIS 11,75111,75,POINT (2.3784803 48.8485036),48.8485036,2.3784803
47.22Z,,DE MONTLHERY,NOZAY,91458,91,POINT (1.6972135 48.9768405),48.9768405,1.6972135
47.22Z,rue,DU PONT DE COUILLY,VILLENEUVE-LE-COMTE,77508,77,POINT (1.6972135 48.9768405),48.9768405,1.6972135
47.22Z,rue,DANIELLE CASANOVA,ORMESSON-SUR-MARNE,94055,94,POINT (2.3560002 48.8695518),48.8695518,2.3560002
47.22Z,rue,DES FRERES LATUNER,LES MUREAUX,78440,78,POINT (2.2425809 48.8841169),48.8841169,2.2425809
47.22Z,rue,CARNOT,MAISONS-ALFORT,94046,94,POINT (2.3592528 48.856099),48.856099,2.3592528
47.22Z,rue,DE STRASBOURG,ASNIERES-SUR-SEINE,92004,92,POINT (2.3829147 48.8943485),48.8943485,2.3829147
47.22Z,boulevard,DIDEROT,MONTEREAU-FAULT-YONNE,77305,77,POINT (1.9119065 48.9857902),48.9857902,1.9119065
47.22Z,rue,RAMPONNEAU,PARIS 20,75120,75,POINT (2.1045088 49.0076782),49.0076782,2.1045088
47.22Z,avenue,DE LA REPUBLIQUE,MAISONS-ALFORT,94046,94,POINT (2.3983199 48.8346634),48.8346634,2.3983199
47.22Z,avenue,DU MARECHAL JOFFRE,GOURNAY-SUR-MARNE,93033,93,POINT (2.3849794 48.8674556),48.8674556,2.3849794
47.22Z,rue,MARCELIN BERTHELOT,PUTEAUX,92062,92,POINT (2.3495313 48.8233059),48.8233059,2.3495313
47.22Z,boulevard,STALINGRAD,MALAKOFF,92046,92,POINT (3.2102091 48.9607572),48.9607572,3.2102091
47.22Z,avenue,AUGUSTIN DUMONT,MALAKOFF,92046,92,POINT (2.6868958 48.945362),48.945362,2.6868958
47.22Z,rue,LOUIS ROUSSEAU,IVRY-SUR-SEINE,94041,94,POINT (2.3623964 48.8846806),48.8846806,2.3623964
47.22Z,rue,DE LA FONTAINE A MULARD,PARIS 13,75113,75,POINT (2.3331354 48.887017),48.887017,2.3331354
47.22Z,rue,GABRIEL PERI,SAINT-DENIS,93066,93,POINT (2.3790355 48.8725661),48.8725661,2.3790355
47.22Z,rue,DE PARIS,TAVERNY,95607,95,POINT (2.6231276 48.8851812),48.8851812,2.6231276
47.22Z,rue,DU FBG DU TEMPLE,PARIS 10,75110,75,POINT (2.3487987 48.8929343),48.8929343,2.3487987
47.22Z,rue,ROGER SALENGRO,LE KREMLIN-BICETRE,94043,94,POINT (2.3623965 48.8694767),48.8694767,2.3623965
47.22Z,avenue,CORENTIN CARIOU,PARIS 19,75119,75,POINT (2.1345453 48.8921846),48.8921846,2.1345453
47.22Z,place,D ALIGRE,PARIS 12,75112,75,POINT (2.1345453 48.8921846),48.8921846,2.1345453
47.22Z,rue,DES PIERRETTES,MAGNANVILLE,78354,78,POINT (3.077176 48.8122084),48.8122084,3.077176
47.22Z,rue,DES PIERRETTES,MAGNANVILLE,78354,78,POINT (2.2262463 48.7863851),48.7863851,2.2262463
47.22Z,rue,DU FAUBOURG SAINT MARTIN,PARIS 10,75110,75,POINT (2.5994966 48.9544629),48.9544629,2.5994966
47.22Z,rue,ROUSSELLE,PUTEAUX,92062,92,POINT (2.4498659 48.7219383),48.7219383,2.4498659
47.22Z,rue,FERDINAND DUVAL,PARIS 4,75104,75,POINT (2.2899544 48.8536669),48.8536669,2.2899544
47.22Z,rue,ROUVET,PARIS 19,75119,75,POINT (2.3300249 48.8338639),48.8338639,2.3300249
47.22Z,avenue,DE LA REPUBLIQUE,LES MUREAUX,78440,78,POINT (2.3300249 48.8338639),48.8338639,2.3300249
47.22Z,allée,DES COLOMBES,CONFLANS-SAINTE-HONORINE,78172,78,POINT (2.3393365 48.8774814),48.8774814,2.3393365
47.22Z,rue,DE FECAMP,PARIS 12,75112,75,POINT (2.3150661 48.8579688),48.8579688,2.3150661
